tract,gq_inst_m_0017,gq_noninst_m_0017_univ,gq_noninst_m_0017_mil,gq_noninst_m_0017_oth,gq_inst_m_1864,gq_noninst_m_1864_univ,gq_noninst_m_1864_mil,gq_noninst_m_1864_oth,gq_inst_m_65p,gq_noninst_m_65p_univ,gq_noninst_m_65p_mil,gq_noninst_m_65p_oth,gq_inst_f_0017,gq_noninst_f_0017_univ,gq_noninst_f_0017_mil,gq_noninst_f_0017_oth,gq_inst_f_1864,gq_noninst_f_1864_univ,gq_noninst_f_1864_mil,gq_noninst_f_1864_oth,gq_inst_f_65p,gq_noninst_f_65p_univ,gq_noninst_f_65p_mil,gq_noninst_f_65p_oth,county_fips,County_Name
06013336103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013336104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013336201,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,4,013,Contra Costa
06013336202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013337100,1,0,0,0,0,0,0,5,0,0,0,5,1,0,0,0,3,0,0,3,2,0,0,4,013,Contra Costa
06013337201,5,0,0,0,6,0,0,2,3,0,0,0,4,0,0,2,0,0,0,3,5,0,0,0,013,Contra Costa
06013337202,0,0,0,0,14,0,0,3,48,0,0,4,0,0,0,0,9,0,0,4,91,0,0,0,013,Contra Costa
06013337300,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,013,Contra Costa
06013338101,0,0,0,0,2,0,0,5,6,0,0,2,0,0,0,1,2,0,0,5,7,0,0,1,013,Contra Costa
06013338102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013338201,0,0,0,0,2,0,0,14,5,0,0,18,0,0,0,0,4,0,0,10,39,0,0,43,013,Contra Costa
06013338203,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,5,013,Contra Costa
06013338204,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,013,Contra Costa
06013338301,0,0,0,1,1,0,0,1,5,0,0,17,0,0,0,0,1,0,0,5,5,0,0,50,013,Contra Costa
06013338302,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,3,013,Contra Costa
06013339001,0,0,0,0,6,0,0,2,24,0,0,4,0,0,0,0,5,0,0,2,25,0,0,3,013,Contra Costa
06013339003,0,0,0,0,0,0,0,34,0,0,0,2,0,0,0,0,0,0,0,24,0,0,0,0,013,Contra Costa
06013339004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013340001,0,0,0,0,2,0,0,3,22,0,0,11,0,0,0,0,0,0,0,5,98,0,0,13,013,Contra Costa
06013340003,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,26,013,Contra Costa
06013340004,0,0,0,0,4,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,5,0,0,4,013,Contra Costa
06013341000,0,0,0,0,5,0,0,71,10,0,0,11,0,0,0,1,0,0,0,46,24,0,0,7,013,Contra Costa
06013343001,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,1,013,Contra Costa
06013343002,0,0,0,0,12,0,0,0,43,0,0,0,0,0,0,0,9,0,0,0,84,0,0,0,013,Contra Costa
06013343003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013345101,0,0,0,0,2,0,0,4,0,0,0,2,7,0,0,0,0,0,0,4,0,0,0,3,013,Contra Costa
06013345102,0,0,0,0,1,0,0,8,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,013,Contra Costa
06013345103,0,0,0,2,7,0,0,1,5,0,0,1,1,0,0,0,5,0,0,3,0,0,0,5,013,Contra Costa
06013345105,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,4,8,0,0,22,013,Contra Costa
06013345111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013345112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013345113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013345114,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,5,0,0,0,7,013,Contra Costa
06013345115,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,2,013,Contra Costa
06013345116,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,013,Contra Costa
06013345117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013345118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013345203,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,1,0,0,3,45,0,0,3,013,Contra Costa
06013345204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013345205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013345206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013346101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013346102,0,0,0,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,12,0,0,0,17,013,Contra Costa
06013346203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,013,Contra Costa
06013346204,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,10,013,Contra Costa
06013346205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013346206,0,0,0,2,0,0,0,1,0,0,0,9,0,0,0,1,0,0,0,11,0,0,0,18,013,Contra Costa
06013347000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013348000,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,1,0,0,0,3,0,0,0,3,013,Contra Costa
06013349000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013355310,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,013,Contra Costa
06013355307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013355308,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,013,Contra Costa
06013355309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013356001,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,4,5,0,0,1,013,Contra Costa
06013356002,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013357000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013358000,0,0,0,2,0,0,0,92,0,0,0,4,0,0,0,2,0,0,0,58,0,0,0,9,013,Contra Costa
06013359102,0,0,0,1,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,4,1,0,0,12,013,Contra Costa
06013359103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013359104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013359105,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,1,013,Contra Costa
06013359202,0,0,0,0,3,0,0,11,3,0,0,5,0,0,0,0,3,0,0,3,4,0,0,8,013,Contra Costa
06013381000,3,0,0,1,3,0,0,134,0,0,0,22,2,0,0,10,0,0,0,110,0,0,0,6,013,Contra Costa
06013380001,0,0,0,0,0,0,0,126,0,0,0,31,0,0,0,0,0,0,0,110,0,0,0,7,013,Contra Costa
06013380002,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,7,0,0,0,0,013,Contra Costa
06013382000,0,0,0,0,0,0,0,128,0,0,0,32,0,0,0,2,0,0,0,94,0,0,0,6,013,Contra Costa
06013383000,0,0,0,0,4,0,0,20,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,1,013,Contra Costa
06013384000,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,013,Contra Costa
06013385100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013385200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013386000,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,1,013,Contra Costa
06013387000,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,013,Contra Costa
06013388000,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,013,Contra Costa
06013389100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,013,Contra Costa
06013389200,0,0,0,0,0,0,0,6,4,0,0,2,0,0,0,0,0,0,0,0,11,0,0,2,013,Contra Costa
06013390100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013390200,0,0,0,1,0,17,0,1,0,0,0,3,0,0,0,0,0,25,0,1,0,0,0,5,013,Contra Costa
06013391000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,013,Contra Costa
06013392000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013392201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013392202,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,2,013,Contra Costa
06013392300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013980000,1,0,0,0,468,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,013,Contra Costa
06013990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013359203,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,013,Contra Costa
06013359204,2,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,3,0,0,0,2,013,Contra Costa
06013360101,0,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,61,0,0,0,013,Contra Costa
06013360102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013360200,0,0,0,0,0,0,0,8,3,0,0,3,0,0,0,0,0,0,0,5,1,0,0,1,013,Contra Costa
06013361000,0,0,0,0,2,0,0,1,13,0,0,0,0,0,0,0,5,0,0,0,21,0,0,0,013,Contra Costa
06013362000,3,0,0,0,1,0,0,7,0,0,0,0,4,0,0,0,2,0,0,3,0,0,0,0,013,Contra Costa
06013363000,0,0,0,0,0,0,0,35,0,0,0,7,0,0,0,0,0,0,0,22,0,0,0,0,013,Contra Costa
06013364002,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,013,Contra Costa
06013365002,0,0,0,21,0,0,0,152,0,0,0,23,0,0,0,34,0,0,0,133,0,0,0,22,013,Contra Costa
06013365003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013366001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013366002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013367100,0,0,0,0,1,0,0,12,2,0,0,1,3,0,0,0,4,0,0,10,0,0,0,0,013,Contra Costa
06013367200,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,013,Contra Costa
06013368001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013368002,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,013,Contra Costa
06013369001,0,0,0,0,49,0,0,18,110,0,0,8,0,0,0,0,26,0,0,14,143,0,0,6,013,Contra Costa
06013369002,0,0,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,5,013,Contra Costa
06013370000,0,0,0,1,0,0,0,27,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,3,013,Contra Costa
06013371000,0,0,0,0,0,0,0,25,0,0,0,10,0,0,0,0,0,0,0,16,0,0,0,1,013,Contra Costa
06013372000,0,0,0,0,0,0,0,19,3,0,0,17,0,0,0,0,0,0,0,10,2,0,0,7,013,Contra Costa
06013373000,0,0,0,0,7,0,0,0,17,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,013,Contra Costa
06013374000,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,013,Contra Costa
06013375000,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,013,Contra Costa
06013376000,0,0,0,1,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,19,0,0,0,0,013,Contra Costa
06013377000,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,013,Contra Costa
06013378000,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,013,Contra Costa
06013379000,0,0,0,1,22,0,0,9,21,0,0,4,0,0,0,3,14,0,0,12,25,0,0,2,013,Contra Costa
06013351103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,013,Contra Costa
06013350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013351101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013351104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013351105,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,31,0,0,0,013,Contra Costa
06013351200,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,013,Contra Costa
06013352101,0,1,0,3,0,390,0,12,0,0,0,0,0,10,0,1,0,494,0,0,0,0,0,0,013,Contra Costa
06013352102,0,0,0,1,0,214,0,7,0,0,0,0,0,2,0,1,0,308,0,2,0,0,0,0,013,Contra Costa
06013352201,0,0,0,0,5,0,0,0,19,0,0,0,0,0,0,0,4,0,0,0,19,0,0,0,013,Contra Costa
06013352202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013353001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013353002,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,013,Contra Costa
06013354001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013354002,0,0,0,0,1,0,0,1,14,0,0,0,0,0,0,0,3,0,0,3,17,0,0,0,013,Contra Costa
06013355107,4,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,013,Contra Costa
06013355109,0,0,0,1,6,0,0,1,23,0,0,0,0,0,0,0,8,0,0,0,55,0,0,0,013,Contra Costa
06013355110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013355111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013355112,1,0,0,3,57,0,0,72,1,0,0,6,1,0,0,7,6,0,0,49,5,0,0,3,013,Contra Costa
06013355113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013355115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013355118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013355119,0,0,0,0,0,0,0,6,2,0,0,5,0,0,0,0,1,0,0,9,12,0,0,6,013,Contra Costa
06013355120,2,0,0,0,1,0,0,7,0,0,0,24,2,0,0,0,0,0,0,8,0,0,0,77,013,Contra Costa
06013355121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013355122,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,013,Contra Costa
06013355123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013355124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013355125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013355126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013355201,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,013,Contra Costa
06013355202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013355302,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,013,Contra Costa
06013355306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013302005,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,1,013,Contra Costa
06013301000,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,4,013,Contra Costa
06013302006,2,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,2,013,Contra Costa
06013302007,2,0,0,0,3,0,0,10,0,0,0,0,3,0,0,0,5,0,0,5,0,0,0,0,013,Contra Costa
06013302009,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,013,Contra Costa
06013302011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013302012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013302013,3,0,0,0,3,0,0,5,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,013,Contra Costa
06013302014,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,013,Contra Costa
06013303104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013303105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013303106,0,0,0,2,0,0,0,27,0,0,0,7,0,0,0,0,0,0,0,23,0,0,0,8,013,Contra Costa
06013303107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013303202,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,6,013,Contra Costa
06013303204,0,0,0,1,0,0,0,9,0,0,0,3,0,0,0,1,0,0,0,9,0,0,0,2,013,Contra Costa
06013303206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013303207,0,0,0,0,4,0,0,30,0,0,0,1,0,0,0,0,3,0,0,19,8,0,0,11,013,Contra Costa
06013303208,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,013,Contra Costa
06013303209,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,013,Contra Costa
06013303210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013303211,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,013,Contra Costa
06013304001,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,013,Contra Costa
06013304002,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,013,Contra Costa
06013304003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013304004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013304006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06013304007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,013,Contra Costa
06041990100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,041,Marin
06041117000,0,0,0,0,1,0,0,15,6,0,0,9,0,0,0,0,3,0,0,3,10,0,0,14,041,Marin
06041118100,0,0,0,2,0,0,0,14,0,0,0,2,0,0,0,1,0,0,0,25,0,0,0,7,041,Marin
06041119201,0,0,0,0,6,0,0,0,24,0,0,0,0,0,0,0,2,0,0,0,55,0,0,0,041,Marin
06041119202,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,041,Marin
06041120001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,041,Marin
06041120002,0,0,0,1,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,041,Marin
06041121100,3,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,041,Marin
06041121200,0,0,0,1,406,0,0,6,72,0,0,6,0,0,0,0,11,0,0,5,1,0,0,0,041,Marin
06041122000,0,0,0,0,3096,0,0,0,383,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,041,Marin
06041123000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,041,Marin
06041124100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,041,Marin
06041124200,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,22,0,0,0,041,Marin
06041125000,0,0,0,0,0,42,0,5,0,0,0,0,0,0,0,0,0,61,0,1,0,0,0,0,041,Marin
06041126100,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,041,Marin
06041126200,0,0,0,0,0,0,0,75,7,0,0,5,0,0,0,0,0,0,0,32,19,0,0,3,041,Marin
06041127000,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,041,Marin
06041128100,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,041,Marin
06041128200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,041,Marin
06041129000,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,1,0,0,0,5,0,0,0,1,041,Marin
06041130201,0,0,0,0,0,0,0,81,0,0,0,7,0,0,0,2,0,0,0,28,0,0,0,6,041,Marin
06041130203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,041,Marin
06041130204,0,0,0,0,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,041,Marin
06041131100,0,0,0,1,0,3,0,8,0,0,0,1,0,0,0,0,0,3,0,5,0,0,0,2,041,Marin
06041132100,0,0,0,1,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,041,Marin
06041132200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,041,Marin
06041133000,0,0,0,1,5,0,0,5,11,0,0,2,0,0,0,0,0,0,0,1,0,0,0,17,041,Marin
06041119100,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,5,041,Marin
06041116000,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,041,Marin
06041101100,0,0,0,1,0,0,0,33,0,0,0,3,0,0,0,2,0,0,0,13,0,0,0,3,041,Marin
06041101200,0,0,0,3,0,0,0,15,0,0,0,3,0,0,0,3,0,0,0,10,0,0,0,1,041,Marin
06041102100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,041,Marin
06041102202,0,0,0,1,0,0,0,39,0,0,0,9,0,0,0,0,0,0,0,26,0,0,0,4,041,Marin
06041102203,0,0,0,2,0,0,0,19,0,0,0,5,0,0,0,3,0,0,0,18,0,0,0,2,041,Marin
06041103100,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,18,0,0,0,5,041,Marin
06041103200,0,0,0,1,28,0,0,41,40,0,0,12,0,0,0,1,6,0,0,26,85,0,0,1,041,Marin
06041104102,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,3,0,0,0,14,0,0,0,4,041,Marin
06041104103,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,3,041,Marin
06041104104,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,041,Marin
06041104200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,041,Marin
06041104300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,041,Marin
06041105001,0,0,0,0,0,0,0,49,0,0,0,8,0,0,0,2,0,0,0,26,1,0,0,2,041,Marin
06041105002,0,0,0,4,0,0,0,15,0,0,0,1,0,0,0,1,0,0,0,18,0,0,0,1,041,Marin
06041106001,26,0,0,0,40,0,0,6,84,0,0,2,2,0,0,0,9,0,0,6,147,0,0,6,041,Marin
06041106002,0,0,0,1,138,0,0,19,39,0,0,2,0,0,0,0,31,0,0,11,69,0,0,21,041,Marin
06041107000,8,0,0,1,0,0,0,22,0,0,0,8,7,0,0,0,0,0,0,13,0,0,0,21,041,Marin
06041108100,0,0,0,0,0,0,0,21,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,13,041,Marin
