"ZONE","DISTRICT","SD","COUNTY","TOTHH","HHPOP","TOTPOP","EMPRES","SFDU","MFDU","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","TOTACRE","RESACRE","CIACRE","SHPOP62P","TOTEMP","AGE0004","AGE0519","AGE2044","AGE4564","AGE65P","RETEMPN","FPSEMPN","HEREMPN","AGREMPN","MWTEMPN","OTHEMPN","PRKCST","OPRKCST","AREATYPE","HSENROLL","COLLFTE","COLLPTE","TERMINAL","TOPOLOGY","ZERO","gqpop","hhlds"
"321","7","7","2","579.0","87.06771984496416","103.06771984496416","365.0","1066","23","22.0","128.0","40.0","827.0","272","168","28","0.14534","45.66419747311582","147","517","878","888","336","204","183","243","2","20","46","0","0","4","0","0","0","1.29262","2","0","31","579.0"
"322","7","7","2","929.0","149.57021097445744","163.49024361419632","589.0","1770","269","63.0","111.0","221.0","1322.0","411","262","50","0.2074","73.56855917567245","404","881","1527","1538","949","73","171","354","0","31","37","0","0","4","0","0","0","1.28069","3","0","13","929.0"
"323","7","7","2","1666.0","275.0699802347598","622.656471791983","1140.0","998","1120","138.0","337.0","441.0","1051.0","256","150","38","0.14278","142.46612470457018","129","850","2398","1464","706","485","110","398","0","38","65","0","0","3","0","0","0","1.65432","3","0","41","1666.0"
"324","7","7","2","2297.0","382.2022171441528","436.6870288087944","1739.0","449","1151","101.0","208.0","367.0","623.0","124","89","7","0.08785","217.3670479125875","381","931","2136","946","330","188","131","385","0","38","23","0","0","3","0","0","0","2.08446","3","0","2","2297.0"
"325","7","7","2","1087.0","152.51715371664594","171.96193800511986","729.0","1050","1389","212.0","269.0","559.0","1099.0","261","167","17","0.09095","91.05327945989885","423","1205","2929","1629","477","28","28","274","0","17","29","0","0","4","0","0","0","1.60694","3","0","53","1087.0"
"326","7","7","2","1175.0","203.2891081863308","258.9423634899153","914.0","170","885","86.0","175.0","288.0","247.0","144","47","36","0.06641","114.20285295683914","292","766","1677","749","205","312","84","347","0","38","137","0","12","2","0","0","0","2.1354","3","0","28","1175.0"
"327","7","7","2","929.0","237.50523511377963","377.5052351137796","896.0","844","772","120.0","288.0","306.0","706.0","177","84","37.0709","0.07616","112.03971221861526","558","1316","2505","1454","378","182","164","491","0","37","64","0","0","4","0","0","0","2.11089","3","0","270","929.0"
"328","7","7","2","772.0","120.6903085051932","120.6903085051932","491.0","1068","160","108.0","104.0","125.0","670.0","254","159","20","0.12924","61.35173933981949","385","780","1567","866","379","131","126","417","0","77","123","0","0","4","380","0","0","1.48853","3","0","0","772.0"
"329","7","7","2","894.0","171.296268711358","244.85932686862225","672.0","1084","274","166.0","169.0","343.0","547.0","281","125","91","0.09226","83.96351539199323","422","1202","1972","1197","388","337","398","612","0","1133","659","0","0","3","0","0","0","1.93313","3","0","102","894.0"
"33","1","1","1","2692.0","279.8982910080724","290.9377985420673","1398.0","103","2768","596.0","170.0","417.0","1419.0","59","23.76161","9","0.19608","193.64138118009663","120","151","3043","966","718","275","279","893","0","55","18","95","102","1","0","0","0","4.31607","1","0","9","2692.0"
"330","7","7","2","1122.0","251.2049892635712","274.2049892635712","937.0","1224","518","111.0","164.0","404.0","735.0","230","154","16","0.10382","117.06445953932916","419","1378","2509","1118","519","49","280","192","0","73","46","0","0","3","0","0","0","1.65931","3","0","18","1122.0"
"331","7","7","2","1333.0","227.90411990827408","240.90411990827408","1092.0","1063","377","91.0","269.0","192.0","1196.0","3016","169","649","0.10454","136.5261168244187","598","1044","2396","1097","375","515","2363","701","0","1426","1488","0","0","3","0","0","0","1.35383","3","0","1","1333.0"
"332","7","7","2","1000.0","257.44481330005567","300.44481330005567","1152.0","835","74","88.0","46.0","191.0","761.0","1336","162","265","0.10993","143.99872178351055","255","1037","1634","959","345","99","1021","767","21","1586","341","0","0","4","107","0","0","1.45307","3","0","87","1000.0"
"333","7","7","2","2788.0","573.6828887898254","606.4884443453809","2547.0","2269","459","214.0","360.0","759.0","1716.0","800","433","105","0.09122","318.3059351908965","546","2211","3727","2849","720","749","72","770","0","46","119","0","0","4","580","0","0","1.35839","3","0","63","2788.0"
"334","7","7","2","894.0","209.2182433369125","222.981847625147","835.0","1355","267","300.0","152.0","477.0","861.0","317","169","23","0.10247","105.44692916406773","403","1806","3267","1253","610","79","79","716","0","132","75","0","0","4","0","0","0","1.79546","3","0","18","894.0"
"335","7","7","2","2946.0","386.0249083814581","390.51791161073686","1744.0","479","2553","357.0","735.0","499.0","1086.0","236","163","21","0.05478","217.97920523558685","895","2111","3978","1585","358","24","1133","640","0","31","46","0","0","3","0","0","0","2.16771","3","0","29","2946.0"
"336","7","7","2","1561.0","251.9118785266435","385.9118785266435","961.0","1414","329","87.0","263.0","345.0","2084.0","319","188","57.37568","0.12413","120.15606879057786","377","1173","1527","1566","553","106","220","448","0","45","219","0","0","4","0","0","0","1.44262","3","0","373","1561.0"
"337","7","7","2","807.0","124.59302634809598","258.593026348096","627.0","360","98","31.0","53.0","51.0","431.0","315","148","138","0.28976","78.33569858568283","49","219","402","535","241","9","32","920","0","17","35","0","0","4","0","0","0","1.13628","3","0","165","807.0"
"338","7","7","2","842.0","143.43392625958293","208.43392625958293","626.0","793","19","4.0","39.0","69.0","620.0","206","135","13","0.15236","78.29679108174425","180","583","623","709","281","11","45","593","0","6","4","0","0","4","0","0","0","1.36423","3","0","74","842.0"
"339","7","7","2","473.0","82.9601608240263","82.9601608240263","266.0","992","0","49.0","21.0","45.0","790.0","968","762","55","0.26344","33.26710605824689","178","539","455","910","560","2","51","327","0","8","148","0","0","4","0","74","0","0.98111","3","0","0","473.0"
"34","1","1","1","2330.0","272.9393809489528","272.9393809489528","1484.0","69","2758","342.0","195.0","200.0","1835.0","60","29","4","0.22768","205.5929966800581","50","185","2469","886","846","191","108","678","0","44","35","89.919","111.85047","1","0","0","0","4.61205","1","0","0","2330.0"
"340","7","7","2","1192.0","159.27108021308507","182.12606129757435","707.0","775","1289","124.0","193.0","188.0","1320.0","502","170","231","0.18133","88.42019466399393","403","661","1552","1107","584","260","2504","973","0","58","8984","0","0","4","2275","0","0","2.44987","3","0","48","1192.0"
"341","7","7","2","2402.0","297.6045844012176","429.6045844012176","1325.0","884","1332","204.0","102.0","277.0","1317.0","323","177","52","0.16021","165.58413227001145","520","398","2120","942","639","1179","1689","2523","0","217","303","0","0","3","54","0","0","2.35183","3","0","1","2402.0"
"342","7","7","2","807.0","115.89464258894992","707.8946425889499","551.0","1509","0","85.0","36.0","102.0","1084.0","2123","1760","142","0.30827","68.90330403751386","170","907","811","1497","1030","46","123","905","6","43","49","0","0","4","579","426","123","0.96373","2","0","450","807.0"
"343","7","7","2","631.0","102.1458230002957","117.41893943865188","369.0","811","0","70.0","51.0","121.0","1265.0","315","227","33","0.2381","46.17409947481712","87","576","330","730","398","29","36","156","0","4","46","0","0","4","615","0","0","1.08224","3","0","2","631.0"
"344","7","7","2","631.0","114.00996705210208","122.05569151766028","392.0","1083","33","72.0","56.0","51.0","783.0","407","306","11","0.19895","49.0518289157892","194","935","768","984","537","11","40","108","0","6","15","0","0","4","0","0","0","1.10694","3","0","8","631.0"
"345","7","7","2","1473.0","220.00901692577463","238.97621588995244","799.0","1439","452","45.0","84.0","154.0","1258.0","397","301","16","0.20503","99.88184086171051","170","1166","1066","1353","815","96","172","227","0","92","52","0","0","4","0","0","0","1.2315","1","0","6","1473.0"
"346","7","7","2","1596.0","232.20109017616744","232.84632827140555","902.0","832","743","39.0","105.0","93.0","940.0","1118","254","495","0.24459","112.69425102919924","292","697","1027","858","728","134","5306","1014","52","60","117","0","0","4","0","0","0","1.36302","1","0","7","1596.0"
"347","8","8","3","1430.0","213.4586045856076","301.4439704392661","693.0","2916","344","439.0","307.0","677.0","4370.0","33245.39844","4108","635","0.34682","93.28854219337968","187","1368","1223","2573","2235","100","268","954","60","184","57","12","42","4","0","3889","11577","1.74198","1","0","124","1430.0"
"348","8","8","3","0.0","0.0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","748.09998","45","289","0","0.0","0","0","0","0","0","334","342","348","0","104","526","0","0","3","0","0","0","1.11","1","0","0","0.0"
"349","8","8","3","1178.0","215.52796379121463","430.5279637912146","781.0","290","6","30.0","19.0","34.0","342.0","710.59998","361","231","0.36554","105.1811633596086","30","169","152","202","213","2141","5783","4454","0","3774","752","0","0","2","0","0","0","2.1454","2","0","4","1178.0"
"35","1","1","1","1952.0","226.58667151688329","226.58667151688329","1150.0","193","2566","409.0","354.0","331.0","1357.0","58","30","2","0.24579","159.26903738494855","59","382","2298","1092","1096","50","144","173","0","20","129","109","109","1","0","0","0","4.5968","1","0","0","1952.0"
"350","8","8","3","791.0","127.06211083723596","988.9403740963731","547.0","748","223","18.0","66.0","92.0","945.0","530.70001","366","103","0.2303","73.67834216820395","174","798","986","477","496","15","404","428","0","69","38","0","0","4","0","0","0","1.09205","1","0","351","791.0"
"351","8","8","3","707.0","100.00615227396422","208.00615227396423","416.0","1058","1110","219.0","57.0","301.0","1300.0","371.89999","258","85","0.17678","55.97715565773653","210","934","1761","1418","853","745","959","1776","0","113","332","0","0","4","0","0","0","1.64777","3","0","539","707.0"
"352","8","8","3","2288.0","346.3654780922405","8733.36547809224","4418.0","0","205","50.0","0.0","136.0","41.0","42","18","24","0","594.6602070683475","0","326","587","1","0","0","0","70","0","0","0","0","0","3","0","0","0","1.34264","2","0","539","2288.0"
"353","8","8","3","9153.0","935.2976811567914","9322.297681156791","5935.0","241","1609","400.0","620.0","361.0","527.0","125","102","23","0","799.9375585870021","327","324","4071","199","0","0","0","118","0","0","4","0","0","3","0","0","0","1.61531","3","0","1966","9153.0"
"354","8","8","3","1548.0","132.46924531479397","8519.469245314795","2001.0","0","584","219.0","144.0","86.0","66.0","515","144","360","0","269.3786624753827","0","978","1766","2","0","186","185","2619","0","44","1106","23","83","2","0","11306","4884","2.57889","3","0","1678","1548.0"
"355","8","8","3","2086.0","242.20790570720035","1928.156092235697","1829.0","56","1897","364.0","366.0","706.0","2222.0","878","384","431","0.12186","246.37638507399703","263","2014","2987","465","729","3968","516","12092","0","425","223","23","83","2","2526","0","0","3.36908","2","0","2986","2086.0"
"356","8","8","3","1026.0","115.20505851936537","264.56454711299784","421.0","1396","2813","571.0","323.0","388.0","2264.0","487","252.36316","81","0.28156","56.68563991810313","302","1103","2818","1756","1927","1459","4340","4847","5","374","2928","26.33506","95.0352","2","0","0","0","4.32915","3","0","95","1026.0"
"357","8","8","3","488.0","86.12700659016862","106.12700659016862","312.0","1662","139","49.0","47.0","90.0","1539.0","515","442","36","0.17735","42.02781738470497","230","1050","1579","1396","735","74","116","356","0","48","101","0","0","4","0","0","0","1.13909","3","0","6","488.0"
"358","8","8","3","824.0","135.25623000546727","135.25623000546727","417.0","1907","16","149.0","106.0","147.0","1563.0","542","487","43","0.20983","56.4954286631488","192","1496","1155","1667","985","92","555","309","0","48","225","0","0","4","0","0","0","1.17499","3","0","14","824.0"
"359","8","8","3","421.0","70.21601195011064","85.21601195011064","261.0","1215","155","41.0","24.0","63.0","1247.0","381","337","38","0.23332","35.079869095348194","109","828","742","1140","674","18","93","217","0","10","38","0","0","4","249","0","0","1.1004","3","0","0","421.0"
"36","1","1","1","3101.0","353.2656357964724","415.0658154909917","1186.0","162","2731","1234.0","573.0","365.0","469.0","47","14","7","0.31905","164.21540361169892","152","454","2096","1651","1386","385","385","1437","1","154","223","171","239","1","0","0","0","4.83477","1","0","0","3101.0"
"360","8","8","3","808.0","120.01296877378122","120.01296877378122","423.0","1716","370","130.0","106.0","291.0","1515.0","406","345","54","0.18752","56.964774052159086","287","1229","1614","1579","805","55","78","275","0","29","7","0","0","4","0","0","0","1.18248","3","0","81","808.0"
"361","8","8","3","1498.0","279.2845292584555","285.2845292584555","1026.0","1719","774","89.0","76.0","246.0","1942.0","500","454","10","0.15046","138.08172591315883","411","1372","1993","1962","822","140","143","458","0","51","39","0","0","4","0","0","0","1.21706","3","0","5","1498.0"
"362","8","8","3","1397.0","220.30029027184884","226.30029027184884","714.0","1519","801","108.0","67.0","156.0","1594.0","535","366","160","0.25557","96.8223781443246","176","1324","1589","1449","1429","207","699","956","3","2168","107","0","0","3","208","282","0","1.43008","3","0","8","1397.0"
"363","8","8","3","1481.0","241.7871676541428","241.7871676541428","932.0","757","293","218.0","74.0","73.0","831.0","252","200","25","0.21362","125.49991070619777","63","594","646","654","496","30","68","662","0","8","7","0","0","4","25","0","0","1.23248","3","0","0","1481.0"
"364","8","8","3","925.0","159.54261035041915","163.54261035041915","545.0","618","96","28.0","16.0","43.0","628.0","223","189","33","0.27075","73.32641463837074","95","434","427","518","454","74","13","328","0","18","20","0","0","4","0","0","0","1.13414","3","0","1","925.0"
"365","8","8","3","4644.0","533.6340444530397","533.6340444530397","2640.0","390","1518","343.0","92.0","276.0","1527.0","159","112","40","0.0991","356.66965903464404","235","611","2142","759","269","402","189","444","0","56","132","0","0","3","0","0","0","1.6965","3","0","0","4644.0"
"366","8","8","3","2238.0","284.32184084059617","304.32184084059617","1413.0","1046","1083","197.0","113.0","482.0","1493.0","350","181.7672","144","0.12827","190.2111230381037","184","1147","1892","1444","572","412","409","1146","0","2265","421","0","0","4","0","0","0","1.78671","3","0","11","2238.0"
"367","8","8","3","1716.0","291.2248143733653","291.2248143733653","912.0","1795","651","191.0","329.0","265.0","1515.0","518","409","73","0.23678","122.79425767404568","565","1117","1881","1691","1385","75","112","974","0","33","19","0","0","4","1918","0","0","1.24196","3","0","0","1716.0"
