"ZONE","SD","TOTACRE","RESACRE","CIACRE","SFDU","MFDU","PRKCST","OPRKCST","AREATYPE","HSENROLL","COLLFTE","COLLPTE","TOPOLOGY","TERMINAL","ZERO","DISTRICT","gqpop","TOTHH","HHPOP","TOTPOP","EMPRES","hhlds"
"1435","33","982","610","34","909","17","0","0","5","320","0","0","1","1.0028","0","33","55","624.0","126.86507223127015","177.60849612087773","325.0","624.0"
"1436","34","1557","829","105","1765","296","0","0","4","0","1234","5370","1","1.1246","0","34","14","1421.0","247.38419747716415","265.38419747716415","648.0","1421.0"
"1437","34","752","446","81","1661","1575","0","0","4","718","0","0","1","1.50165","0","34","34","3292.0","457.4332100259709","502.3870305779054","1416.0","3292.0"
"1438","34","1637","393","393","1771","866","0","0","4","0","0","0","1","1.37436","0","34","0","1508.0","234.74054562302803","774.0284747481664","818.0","1508.0"
"1439","34","26","0","13","0","0","0","0","4","0","0","0","3","0.89742","0","34","0","203.0","103.97822674995318","3585.978226749953","84.0","203.0"
"144","3","122","38","7","621","963","0","0","3","312","0","0","1","3.1022","0","3","5","2283.0","432.63747551103313","452.56585747389784","1016.0","2283.0"
"1440","34","1260","544","120","1844","1113","0","0","4","1965","0","0","1","1.2152","0","34","11","1581.0","251.01690044096455","265.28476839977736","813.0","1581.0"
"1441","34","886","445","114.66332","1860","536","0","0","4","0","0","0","1","1.45914","0","34","0","1349.0","216.77032563511236","257.94563869414634","648.0","1349.0"
"1442","34","1299","541","62.17642","2251","266","0","0","4","0","0","0","1","1.25235","0","34","0","696.0","130.7245556266736","141.7245556266736","339.0","696.0"
"1443","34","832","283","132","1210","939","0","0","4","1419","0","0","1","1.38876","0","34","0","1610.0","250.36185663082438","391.3618566308244","725.0","1610.0"
"1444","34","557","320","100","1042","1003","0","0","4","0","255","0","1","1.27845","0","34","255","2103.0","343.98561613812075","452.8256635314857","1006.0","2103.0"
"1445","34","1403","724","57","1701","693","0","0","4","0","0","0","1","1.08207","0","34","0","2059.0","359.06840212889006","414.23472328978943","1113.0","2059.0"
"1446","34","2515","875","197","1835","910","0","0","4","0","0","0","1","1.09579","0","34","6","2814.0","487.684419806335","530.684419806335","1096.0","2814.0"
"1447","34","298","207","6","952","129","0","0","4","0","0","0","1","1.18703","0","34","0","1639.0","281.5274364764675","281.5274364764675","728.0","1639.0"
"1448","34","1865","656","341","2836","2094","0","0","4","3","0","0","1","1.35654","0","34","14","1320.0","161.02089903089873","226.85479947198255","530.0","1320.0"
"1449","34","328","183","29","228","872","0","0","4","0","0","0","1","1.22411","0","34","0","2698.0","424.86975482738796","444.0924239315927","1336.0","2698.0"
"145","3","243","52","70.11478","301","731","0","0","3","0","0","0","1","1.6173","0","3","15","3542.0","666.4559883096005","690.4559883096005","1276.0","3542.0"
"1450","34","1320","630","69","2644","348","0","0","4","0","0","0","1","1.12026","0","34","14","2437.0","473.5059468042966","495.45839008527395","1409.0","2437.0"
"1451","34","664","379","43","1897","100","0","0","4","0","0","0","1","1.23754","0","34","0","2741.0","514.514714884974","514.514714884974","1440.0","2741.0"
"1452","34","1068","602","35","1983","212","0","0","4","0","0","0","1","1.16637","0","34","5","682.0","124.1884921882901","137.1884921882901","365.0","682.0"
"1453","34","14195","429","4","264","72","0","0","5","0","0","0","1","0.98297","0","34","80","551.0","92.76918781410932","115.76918781410932","300.0","551.0"
"1454","34","10469","1114","27","1667","138","0","0","5","0","0","0","1","0.95746","0","34","205","667.0","97.02004807368276","123.84703443945615","275.0","667.0"
"146","3","689","3.01515","651","205","44","0","0","3","0","0","0","2","0.93051","0","3","0","1070.0","153.47666518155492","153.47666518155492","660.0","1070.0"
"147","3","206","63","43","997","366","0","0","3","0","0","0","2","2.49887","0","3","95","582.0","134.20419810914382","318.2041981091438","460.0","582.0"
"148","3","204","55","54","648","382","0","0","3","0","0","0","1","2.45535","0","3","0","1590.0","337.8510630679535","359.8510630679535","1095.0","1590.0"
"149","3","517","77.76595","140","952","734","0","0","3","0","0","0","1","1.62368","0","3","6","2031.0","314.4080913226975","424.4080913226975","1357.0","2031.0"
"15","1","28.5","3","14","0","340","223.61576","924.9561","0","16","0","0","3","5.48383","0","1","16","2251.0","288.69613034450254","378.69613034450254","1598.0","2251.0"
"150","3","158","31.6875","70","636","464","0","0","3","0","0","0","1","2.41532","0","3","0","1669.0","312.22470527873253","418.22470527873253","1122.0","1669.0"
"151","3","59","27","1","432","215","0","0","3","0","0","0","1","2.16165","0","3","18","724.0","131.36709186701592","149.36709186701592","447.0","724.0"
"152","3","182","72","27","1331","161","0","0","3","1095","0","0","1","1.86768","0","3","49","913.0","161.98393330294434","199.98393330294434","661.0","913.0"
"153","3","101","59","1","1122","112","0","0","3","0","0","0","1","2.38072","0","3","0","850.0","201.6796000315861","201.6796000315861","748.0","850.0"
"154","3","92","48","14","890","327","0","0","3","0","0","0","1","2.19315","0","3","9","1118.0","220.90064638166663","266.90064638166666","816.0","1118.0"
"155","3","82","49","3","890","187","0","0","3","0","0","0","1","2.21431","0","3","14","1102.0","243.17838007248818","255.17838007248818","830.0","1102.0"
"156","3","45","25","2","592","144","0","0","3","0","0","0","1","2.88546","0","3","5","1023.0","226.13595760981858","226.13595760981858","816.0","1023.0"
"157","3","66","12","32","421","651","0","0","3","0","0","0","1","2.31736","0","3","0","1511.0","314.93471039515345","314.93471039515345","965.0","1511.0"
"158","3","397","9","22","90","230","0","0","3","0","0","0","1","1.99859","0","3","106","1417.0","291.7971922009379","294.76198763385895","554.0","1417.0"
"159","3","179","83","3","1163","428","0","0","3","0","0","0","1","2.00306","0","3","21","2141.0","344.4946703916567","370.4946703916567","1143.0","2141.0"
"16","1","123.4","6.76419","72.60367","159","2470","170.91706","554.43824","0","0","0","0","2","4.79045","0","1","145","7682.0","883.9009471649481","932.5607504839401","5103.0","7682.0"
"160","3","95","62","2","1228","218","0","0","3","598","0","0","1","2.48709","0","3","0","1070.0","237.76727482117244","237.76727482117244","848.0","1070.0"
"161","3","82","50","4","1111","197","0","0","3","0","0","0","1","2.66017","0","3","3","787.0","176.18665196870577","182.18665196870577","762.0","787.0"
"162","3","92","56","4","1190","225","0","0","3","0","0","0","1","2.6898","0","3","7","803.0","182.5807577073991","199.5807577073991","558.0","803.0"
"163","3","94","62","3","1107","261","0","0","3","101","0","0","1","2.22501","0","3","14","1354.0","260.15787581805296","405.15787581805296","1105.0","1354.0"
"164","3","183","87","21","1636","482","0","0","3","8","0","0","1","2.42382","0","3","49","945.0","210.6804403147469","237.80565586057526","849.0","945.0"
"165","3","175","75","42","1632","386","0","0","3","1528","0","0","1","2.5923","0","3","10","1055.0","216.07659231492974","216.07659231492974","817.0","1055.0"
"166","3","205","122","12","2356","644","0","0","3","0","0","0","1","2.50074","0","3","40","992.0","207.48219758785558","236.08910927189288","794.0","992.0"
"167","3","196","104","15","1763","209","0","0","3","0","0","0","1","1.99248","0","3","70","1322.0","329.42309737851735","357.44238112507384","1372.0","1322.0"
"168","4","272","142","26","2831","530","0","0","3","0","0","0","1","2.15102","0","4","15","1259.0","205.6542772478335","225.84869526242278","911.0","1259.0"
"169","4","457","270","20","2405","37","0","0","3","11","0","0","1","1.53746","0","4","13","441.0","77.90719999981816","95.90719999981816","279.0","441.0"
"17","1","152.3","23.17242","36","54","5300","109","477","1","0","0","0","1","4.27822","0","1","275","5148.0","547.7983577884498","631.3631748765913","2926.0","5148.0"
"170","4","305","164","19","2084","334","0","0","3","0","0","0","1","2.08415","0","4","47","614.0","109.74863744221952","154.74863744221952","444.0","614.0"
"171","4","132","74","4.19393","928","35","0","0","3","0","0","0","1","1.7567","0","4","6","630.0","104.80851362586937","116.32202713938288","447.0","630.0"
"172","4","238","142","13","1723","365","0","0","3","0","0","0","1","1.7716","0","4","0","803.0","118.97058258531645","118.97058258531645","360.0","803.0"
"173","4","147","91","1","1359","136","0","0","3","0","0","0","1","1.77053","0","4","0","693.0","117.12275013264275","117.12275013264275","472.0","693.0"
"174","4","182","113","3","1683","922","0","0","3","0","0","0","1","1.86115","0","4","11","1149.0","183.0245380768377","254.0245380768377","809.0","1149.0"
"175","4","86","47.27549","6","517","1633","0","0","2","201","0","0","1","3.53955","0","4","25","1842.0","227.32885043070297","239.32885043070297","1052.0","1842.0"
"176","4","91","48","7","467","1515","0","0","2","51","0","0","1","2.82512","0","4","3","1968.0","256.8788621276961","311.8788621276961","1079.0","1968.0"
"177","4","220","133","14","1834","1907","0","0","3","0","0","0","1","2.69403","0","4","26","1165.0","193.91432808668998","257.62976309416035","777.0","1165.0"
"178","4","206","121","5","1957","689","0","0","3","0","0","0","1","2.03426","0","4","7","1008.0","177.7996713056589","193.7996713056589","689.0","1008.0"
"179","4","230","134","9","2122","855","0","0","3","0","0","0","1","2.12071","0","4","6","1023.0","181.85852555825983","185.04409521095752","624.0","1023.0"
"18","1","107.3","2.09941","50","47","936","95","273","1","2087","0","0","3","4.19218","0","1","230","1527.0","186.9701850159636","1472.9701850159636","971.0","1527.0"
"180","4","93","55","3","725","1218","0","0","3","0","0","0","1","2.56569","0","4","27","1511.0","253.07253065523474","257.07253065523474","1056.0","1511.0"
"181","4","205","90","3","1595","444","0","0","3","0","0","0","1","2.18239","0","4","0","1023.0","182.48993704067516","182.48993704067516","719.0","1023.0"
"182","4","234","118","2","1936","676","0","0","3","0","0","0","2","2.03658","0","4","4","976.0","179.92403188925647","196.92403188925647","610.0","976.0"
"183","4","284","130","18","2265","360","0","0","3","1522","0","0","1","1.98129","0","4","16","976.0","170.94116388421085","194.94116388421085","678.0","976.0"
"184","4","287","178","6","3056","260","0","0","3","0","0","0","1","2.11107","0","4","14","850.0","162.79637012958258","174.19061716849967","599.0","850.0"
"185","4","309","145","40","2226","963","0","0","3","2228","222","8","1","2.20865","0","4","1","929.0","168.00179526648037","225.93913772236803","634.0","929.0"
"186","4","376","172","15","2300","602","0","0","3","0","0","0","1","1.9832","0","4","32","803.0","136.7627881904168","162.61722336858207","550.0","803.0"
"187","4","214","116","10","1540","27","0","0","3","2685","0","0","2","1.9852","0","4","3","551.0","95.5003440167846","110.5003440167846","310.0","551.0"
"188","4","232","11","178","22","717","0","0","2","400","24282","5974","1","2.12652","0","4","1835","5038.0","851.1760292168311","1432.877425564844","6687.0","5038.0"
"189","4","201","72","6","549","2751","0","0","2","0","0","0","1","3.40056","0","4","0","4439.0","593.793639981847","593.793639981847","1906.0","4439.0"
"19","1","125.4","9","74","39","393","82.00709","225.01944","1","0","0","0","3","4.15195","0","1","250","2660.0","321.7848553865582","1607.7848553865583","1720.0","2660.0"
"190","4","1381","14","28","175","909","0","0","3","0","0","0","1","2.56895","0","4","4","8564.0","962.0735534975495","1003.4857672380075","3457.0","8564.0"
"191","5","489","125","26","1326","142","0","0","3","0","0","0","1","1.58506","0","5","0","1245.0","205.7526034728861","218.7526034728861","822.0","1245.0"
"192","5","143","66","37","188","2699","0","0","3","0","0","0","1","2.8541","0","5","5","4103.0","742.6015662046547","752.6015662046547","3644.0","4103.0"
"193","5","498","233","45","1392","758","0","0","4","0","0","0","1","1.71907","0","5","125","1403.0","245.25785868553427","339.72706689667797","1184.0","1403.0"
"194","5","390","160.66533","148","1674","529","0","0","4","0","0","0","1","1.82366","0","5","28","1946.0","347.7103932111399","572.4733766365542","1412.0","1946.0"
"195","5","236","137","12","1801","133","0","0","4","1669","0","0","1","1.77764","0","5","9","824.0","157.60082241994718","168.33639504814084","721.0","824.0"
"196","5","581","152","81","1954","71","0","0","4","0","0","0","1","1.44126","0","5","24","1666.0","307.67044514615816","314.61677981983587","1516.0","1666.0"
"197","5","165","90","12","1069","317","0","0","3","0","0","0","1","1.95849","0","5","15","1228.0","230.65525683315352","257.8536628022904","1021.0","1228.0"
"198","5","177","82","33","255","1570","0","0","3","325","0","0","1","1.97995","0","5","0","3946.0","652.112286784122","888.0639392864828","2925.0","3946.0"
"199","5","326","46","138","240","864","0","0","3","0","0","0","1","2.16146","0","5","1","3893.0","481.5811261403476","483.45988968912314","2724.0","3893.0"
"2","1","31.1","1","24","0","198","218","716","0","0","0","0","1","5.59116","0","1","26","1102.0","123.73707030458567","311.7370703045857","329.0","1102.0"
"20","1","98.3","12.02852","35","77","2075","82","225","1","0","0","0","3","4.37167","0","1","266","2125.0","245.94409598501633","584.9010337840593","1335.0","2125.0"
"200","5","1639","176","177","806","116","0","0","4","0","0","0","1","1.64492","0","5","0","1000.0","168.58137044291837","225.58137044291837","700.0","1000.0"
"201","5","244","67.68541","59","789","1830","0","0","3","121","0","0","1","2.44815","0","5","23","1350.0","249.2444457013076","267.2444457013076","1049.0","1350.0"
"202","5","329","181","38","1479","704","0","0","3","0","0","0","1","1.63562","0","5","18","2210.0","394.29007131174393","404.3298202657188","1694.0","2210.0"
"203","5","187","62","42","994","557","0","0","3","1162","0","0","1","2.85229","0","5","0","1350.0","257.9428033671403","257.9428033671403","1164.0","1350.0"
"204","5","206","91","27","1371","803","0","0","3","0","0","0","1","2.40091","0","5","124","929.0","156.128183339713","191.64539833588742","777.0","929.0"
"205","5","231","148","10","2007","381","0","0","3","0","0","0","1","1.87215","0","5","18","1122.0","213.57674228037314","221.0735398634547","950.0","1122.0"
"206","5","571","115","3","1094","217","0","0","3","0","0","0","1","1.56178","0","5","0","1578.0","260.3188284843566","260.3188284843566","938.0","1578.0"
"207","5","280","87","110","901","304","0","0","3","0","0","0","1","1.57123","0","5","0","912.0","198.49132009636338","210.49132009636338","801.0","912.0"
"208","5","3702","291","809","1482","764","0","0","4","0","0","0","1","1.39804","0","5","19","1403.0","199.8689712360697","213.8689712360697","838.0","1403.0"
"209","5","866","378","51","2257","291","0","0","4","0","0","0","1","1.26416","0","5","22","3875.0","617.7061760025956","629.2427613684492","2924.0","3875.0"
